tconst	averageRating	numVotes
tt0476308	7.5	44
tt0476315	6.3	11
tt0476494	4.2	31
tt0476557	7.8	9
tt0476560	7.4	25
tt0476604	6.8	16
tt0476608	7.1	8
tt0476648	5.7	7
tt0476654	6.8	38
tt0476670	6.3	13
tt0476780	5.4	53
tt0476810	7	7
tt0476957	8.6	18
tt0476997	6.2	5
tt0477013	8.4	60
tt0477094	6.2	66
tt0477113	7.5	28
tt0477123	5.2	8
tt0477149	5.5	48
tt0477182	6.4	34
tt0477336	6.3	26
tt0477428	9.6	13
tt0477432	6	44
tt0477479	6.7	43
tt0477602	6.5	484
tt0477625	6.6	9
tt0477632	7.1	26
tt0477658	5.9	10
tt0477741	5.7	12
tt0477757	8.2	14
tt0477830	7.1	28
tt0477831	7.2	32
tt0478182	6.9	466
tt0478222	7.8	21
tt0478224	6.9	16
tt0478244	7.8	32
tt0478301	7.1	30
tt0478361	6.9	107
tt0478367	5.6	14
tt0478380	7.4	10
tt0478389	7.5	183
tt0478390	5.8	12
tt0478392	7.7	65
tt0478397	7.7	30
tt0478434	7.2	10
tt0478514	5.9	44
tt0478554	9.8	13
tt0478580	6.2	12
tt0478583	6.6	20
tt0478787	7.7	59
tt0478788	7.7	54
tt0478831	6.6	63
tt0478850	5.5	71
tt0478862	6.2	13
tt0478865	3.9	13
tt0479007	6.1	39
tt0479016	8.1	48
tt0479036	6.2	7
tt0479040	7.4	21
tt0479053	7.1	11
tt0479141	7.9	117
tt0479220	5.8	15
tt0479260	5.9	51
tt0479568	4.7	8
tt0479570	7.7	311
tt0479585	6.7	13
tt0479701	5.2	10
tt0479707	6.6	23
tt0479717	7.1	23
tt0479718	4.6	20
tt0479729	6.8	11
tt0479746	6.5	273
tt0479753	7.8	11
tt0479870	6.6	42
tt0479986	8.4	77
tt0479991	7.8	51
tt0480110	7.6	7
tt0480354	6.8	10
tt0480355	4.7	16
tt0480411	8.1	85
tt0480438	7.5	12
tt0480452	7	12
tt0480482	7.2	14
tt0480527	6.8	7
tt0480557	6.8	16
tt0480600	6	11
tt0480601	5.3	28
tt0480776	6	9
tt0480802	5.8	7
tt0480918	4	5
tt0480927	8.3	48
tt0480936	2.6	14
tt0480942	5.9	31
tt0480944	5.9	34
tt0481097	7.8	6
tt0481098	7.2	12
tt0481102	4.6	20
tt0481107	4.7	44
tt0481241	5.1	84
tt0481253	5.6	15
tt0481353	7.9	10
tt0481402	6.5	19
tt0481430	6.6	380
tt0481493	6.5	40
tt0481781	2.8	7
tt0481805	5.2	7
tt0481855	6	23
tt0481927	5.5	16
tt0481938	3.3	59
tt0481949	5.3	54
tt0481953	7.9	62
tt0481955	7.6	136
tt0482034	5.6	36
tt0482037	4.1	29
tt0482045	3.2	11
tt0482104	7.8	15
tt0482154	9.1	74
tt0482165	7.3	12
tt0482179	6.5	12
tt0482198	7.1	12
tt0482200	6	14
tt0482212	4.8	7
tt0482240	5.4	14
tt0482246	4.2	12
tt0482261	7.7	7
tt0482352	6.2	51
tt0482356	7.9	160
tt0482359	6.3	157
tt0482366	6.5	206
tt0482389	7.8	2516
tt0482464	5.4	31
tt0482488	7.1	123
tt0482574	8	21
tt0482575	7.5	41
tt0482576	6.7	20
tt0482595	6.2	39
tt0482604	5.1	21
tt0482669	3.2	18
tt0482671	3.7	8
tt0482677	7.8	55
tt0482713	6.9	57
tt0482724	6.4	506
tt0482786	6.8	13
tt0482789	6.5	53
tt0482847	6.3	24
tt0482895	5.5	16
tt0482998	7.6	9
tt0483000	2.8	13
tt0483021	6.2	17
tt0483066	6.2	18
tt0483086	7.8	37
tt0483121	6.9	36
tt0483288	5.1	54
tt0483351	7.5	102
tt0483576	8.3	107
tt0483705	6.5	28
tt0483734	8.4	12
tt0483786	4.8	27
tt0483818	3.8	15
tt0483877	4.7	11
tt0483939	8.2	9
tt0483953	6.1	18
tt0483982	7.2	13
tt0483987	5.5	59
tt0484010	5.2	599
tt0484024	5.6	10
tt0484065	7.5	16
tt0484151	9.1	13
tt0484186	3.8	9
tt0484258	6.7	51
tt0484276	3.7	22
tt0484278	1.4	9
tt0484288	3.7	48
tt0484325	6.9	23
tt0484352	8.2	19
tt0484372	9.1	42
tt0484384	8.3	273
tt0484398	6.7	8
tt0484420	8.5	6
tt0484502	6.8	180
tt0484577	6.8	7
tt0484761	4.4	12
tt0484771	6.2	15
tt0484783	3.8	29
tt0484789	6.1	15
tt0484791	2.5	45
tt0484818	8.1	24
tt0485088	6.3	11
tt0485204	6.4	302
tt0485205	5.5	157
tt0485243	6	228
tt0485265	7.6	22
tt0485268	6.3	118
tt0485269	8	13
tt0485270	6.3	344
tt0485330	6.2	16
tt0485333	9.5	6
tt0485351	8.6	9
tt0485360	8	137
tt0485361	6.1	63
tt0485408	6.4	59
tt0485454	6.4	36
tt0485459	5.5	101
tt0485475	6.4	11
tt0485477	8.1	93
tt0485542	5.1	8
tt0485545	7.2	7
tt0485550	7.1	11
tt0485585	6.1	11
tt0485598	5.8	25
tt0485602	8.5	11
tt0485606	6	10
tt0485619	2.5	9
tt0485669	5.6	12
tt0485691	7.9	9
tt0485701	6.5	212
tt0485751	4.9	8
tt0485761	7	6
tt0485762	8	15
tt0485770	3.5	17
tt0485780	6.9	27
tt0485878	6.3	42
tt0485965	8.2	71
tt0485992	7.9	15
tt0486161	8	7
tt0486196	8.9	15
tt0486272	6.7	105
tt0486278	8.1	12
tt0486464	5.5	80
tt0486548	7.6	10
tt0486558	7.1	63
tt0486574	7.2	8
tt0486602	6.5	8
tt0486707	5.8	5
tt0486750	6.8	64
tt0486752	3.8	11
tt0486763	2.3	9
tt0486862	7.6	6
tt0486881	6.1	16
tt0486883	6.6	5
tt0486885	7	11
tt0486983	6.4	11
tt0487096	7.6	13
tt0487150	9.2	7
tt0487168	8.1	17
tt0487178	7.8	29
tt0487442	8.4	5
tt0487455	4.2	14
tt0487518	8.2	10
tt0487748	5	42
tt0487873	7.6	172
tt0487892	6.7	86
tt0487959	7	129
tt0487963	7.7	130
tt0488001	6.5	183
tt0488005	5.3	641
tt0488040	7.1	47
tt0488299	8.3	11
tt0488315	4.5	30
tt0488499	8	10
tt0488530	9.2	56
tt0488568	7.6	6
tt0488758	4.6	7
tt0488776	4.8	228
tt0489066	7.9	184
tt0489307	6.8	68
tt0489393	5.5	18
tt0489476	7.8	13
tt0489516	5.7	37
tt0489530	5.5	24
tt0489578	5.9	32
tt0489642	4.3	7
tt0489731	5.9	18
tt0489803	6	14
tt0489882	7.2	7
tt0489959	8.3	27
tt0490074	5.8	22
tt0490093	7.2	17
tt0490191	7.7	15
tt0490197	4.1	14
tt0490198	6.4	115
tt0490201	6.5	20
tt0490440	5.9	37
tt0490560	4.8	7
tt0490780	6.9	42
tt0490793	6.8	26
tt0490883	7.9	153
tt0491025	4.3	16
tt0491045	6	12
tt0491185	7.6	12
tt0491188	6.8	41
tt0491197	7	563
tt0491212	7.7	49
tt0491462	9	8
tt0491626	4.3	15
tt0491662	3.1	11
tt0491688	6.3	12
tt0491772	7.2	287
tt0491787	7	5
tt0491792	5.5	26
tt0491812	8.4	14
tt0491891	5.9	74
tt0491894	3.5	32
tt0491902	6.3	7
tt0491903	6.2	31
tt0491910	5.4	7
tt0491915	4	12
tt0491927	4.6	37
tt0491928	6.3	17
tt0491929	3.3	7
tt0492047	5.4	6
tt0492055	4.7	10
tt0492283	7.3	166
tt0492313	6.2	6
tt0492360	6.6	64
tt0492368	6.8	37
tt0492385	5.6	14
tt0492391	6.8	49
tt0492417	6.5	96
tt0492421	6.3	8
tt0492467	7.4	86
tt0492497	8.5	85
tt0492505	3.9	12
tt0492639	7.2	32
tt0492907	5.5	14
tt0493058	6.5	10
tt0493255	7.4	12
tt0493289	4.8	79
tt0493294	6.9	74
tt0493354	6.2	57
tt0493368	6	11
tt0493470	6.8	152
tt0493509	4.9	51
tt0493564	6.5	29
tt0493633	5.5	18
tt0493711	3.7	7
tt0493737	8.4	5
tt0493746	7.3	217
tt0493809	4	12
tt0493864	5.4	8
tt0493896	6.8	7
tt0494214	5.8	57
tt0494450	6.8	292
tt0494474	6.8	72
tt0494494	6.6	44
tt0494505	6.4	484
tt0494556	6.5	62
tt0494576	6.5	11
tt0494641	6	264
tt0494645	5.8	10
tt0494648	8.6	43
tt0494802	4.1	21
tt0494925	6.4	9
tt0494953	5.4	24
tt0494964	5.3	16
tt0494983	4.3	9
tt0494986	4	52
tt0494991	4.5	19
tt0494997	7.9	19
tt0495018	6.7	34
tt0495226	7.6	22
tt0495620	5.9	25
tt0495625	7	44
tt0495674	5.7	24
tt0495719	8.4	69
tt0495753	5.5	140
tt0495755	5.8	28
tt0495756	5.3	37
tt0495775	7.6	70
tt0495794	5.3	41
tt0495801	4.1	24
tt0495803	4.9	156
tt0495848	5.3	21
tt0495870	5.8	9
tt0495887	8.2	9
tt0495894	6.7	10
tt0495960	5.6	7
tt0496420	7.9	10
tt0496472	5.8	17
tt0496547	4.5	13
tt0496568	7.7	150
tt0496572	7.7	21
tt0496580	7.7	52
tt0496581	7.9	59
tt0496587	6.6	10
tt0496756	7.7	9
tt0496823	8.1	13
tt0496886	8.2	6
tt0497256	6.4	17
tt0497281	5.6	19
tt0497320	6.8	5
tt0497347	7	19
tt0497375	7.6	147
tt0497498	5.1	18
tt0497551	6.4	14
tt0497603	8.4	7
tt0497630	6.6	37
tt0497725	4.6	12
tt0497739	5.3	24
tt0497767	6.4	6
tt0497826	6	11
tt0497830	6.3	16
tt0497840	6.3	73
tt0497909	4.3	25
tt0497915	7.3	10641
tt0497967	6.2	6
tt0497981	7.2	199
tt0498060	7.8	10
tt0498107	7.8	86
tt0498122	8.2	32
tt0498172	6.7	9
tt0498200	6.8	13
tt0498224	3.8	30
tt0498234	4.1	9
tt0498468	6.7	27
tt0498473	7.5	31
tt0498483	8.7	34
tt0498490	5.9	8
tt0498510	7	9
tt0498539	6	6
tt0498570	8.9	9
tt0498572	8.8	38
tt0498577	7.6	43
tt0498663	7.7	29
tt0498688	7.5	17
tt0498892	7.4	31
tt0498894	5.9	26
tt0498895	7.3	39
tt0498897	8.6	14
tt0498992	5.7	8
tt0499007	6.7	13
tt0499023	6	10
tt0499050	4.4	6
tt0499062	6.6	6
tt0499139	6.7	15
tt0499192	4.1	42
tt0499206	5	146
tt0499210	8	40
tt0499225	7.5	13
tt0499372	7.6	6
tt0499489	7.9	40
tt0499524	5.7	13
tt0499671	6.9	89
tt0500042	8.1	11
tt0500043	7.1	16
tt0500044	6.9	8
tt0500047	5.9	8
tt0500049	6.7	8
tt0500050	7.2	13
tt0500051	6.8	8
tt0500052	6.1	13
tt0500053	7.6	20
tt0500054	5.2	17
tt0500055	7.4	7
tt0500056	7.2	10
tt0500057	7.8	8
tt0500059	7.8	6
tt0500060	7.6	7
tt0500062	7.3	8
tt0500063	7.8	7
tt0500064	8.5	20
tt0500065	6.8	8
tt0500155	7	52
tt0500195	7.2	286
tt0651840	8	1047
tt0756335	7.1	11
tt0756354	7.4	71
tt0757239	8	15
tt0757890	8.7	7
tt0757927	4.2	10
tt0757929	5.6	118
tt0758899	3.2	21
tt0759495	6.7	9
tt0759746	7.3	49
tt0759903	8.2	36
tt0759939	4.9	27
tt0759947	7.8	58
tt0764239	4	36
tt0764263	6.8	13
tt0764281	4.6	6
tt0764648	7.6	998
tt0764796	7	12
tt0764979	7.4	16
tt0765014	5.4	9
tt0765526	4.3	11
tt0765532	6.8	85
tt0765810	7.8	9
tt0768147	7	8
tt0768240	8.1	18
tt0768248	9.1	45
tt0768791	5.7	25
tt0768814	8.6	11
tt0768815	5.4	13
tt0769764	7.7	8
tt0770210	7	61
tt0770721	6.9	49
tt0770733	5.4	5
tt0770804	7.2	43
tt0770807	5.3	197
tt0772243	8.4	47
tt0772254	8.3	16
tt0772710	5.2	10
tt0772726	7.5	15
tt0772758	6.2	11
tt0772879	4.8	15
tt0772927	5.4	20
tt0772995	5.6	7
tt0773171	8.2	8
tt0773291	5.4	43
tt0774044	9.3	52
tt0774087	7.6	10
tt0774126	7	7
tt0774622	6.5	7
tt0775087	9	214
tt0775092	9	5
tt0775458	6.8	18
tt0775469	4	10
tt0775505	6.6	13
tt0775513	5.2	11
tt0776793	9	10
tt0776796	6	8
tt0777992	5.8	16
tt0778026	6.6	7
tt0778598	7.1	26
tt0778604	5.5	17
tt0778610	6.5	83
tt0778626	4.4	9
tt0778629	8.2	13
tt0778647	8.2	33
tt0778652	5.3	146
tt0778675	5	7
tt0778696	7.6	17
tt0778700	7.4	6
tt0778766	5.9	8
tt0778775	8.7	11
tt0778803	7.2	14
tt0778842	4.8	30
tt0778901	5.2	7
tt0779721	6.9	24
tt0779738	7.5	12
tt0779770	6	7
tt0779990	5.7	20
tt0780003	7.6	5
tt0780011	6.2	49
tt0780030	6.4	22
tt0780032	6	23
tt0780035	6.4	237
tt0780040	8.3	8
tt0780057	7.4	11
tt0780061	8.1	4658
tt0780066	6.2	24
tt0780074	6.3	23
tt0780100	6.2	129
tt0780123	7.1	115
tt0780125	6.7	12
tt0780131	5.8	188
tt0780157	7.8	16
tt0780164	4.3	34
tt0780479	5.6	12
tt0781036	6.2	9
tt0781364	5.6	7
tt0781413	4.5	7
tt0781447	7.4	26
tt0781541	1.7	11
tt0782031	6.7	12
tt0782078	6.5	23
tt0782086	5.6	26
tt0782137	8.3	53
tt0782164	6.4	6
tt0782165	8.2	14
tt0782686	9.1	33
tt0782704	6.1	11
tt0782705	6	6
tt0782842	8.6	11
tt0782847	7	214
tt0782858	5.1	352
tt0782870	8.3	7
tt0783543	8.2	7
tt0783544	9.1	44
tt0784155	5.1	11
tt0784806	6.8	18
tt0784839	6.6	21
tt0784982	4	9
tt0784993	2.7	9
tt0785000	6.4	1377
tt0785042	9.1	17
tt0785067	6.2	30
tt0786986	6.2	13
tt0787466	4.1	39
tt0788016	8	8
tt0788037	7.9	12
tt0788212	5.1	11
tt0790684	6.6	49
tt0791063	8.3	8
tt0791079	6.9	92
tt0791145	5.4	26
tt0791155	8.8	23
tt0791257	6.4	51
tt0791260	4.1	40
tt0791473	7	18
tt0791618	6.7	33
tt0791646	7	7
tt0793472	6.8	26
tt0793474	4.1	18
tt0793475	2.8	25
tt0793487	8.4	10
tt0793488	8.4	15
tt0793490	7.9	35
tt0793496	5.5	9
tt0793499	5.4	30
tt0793510	7.8	13
tt0793511	5.7	8
tt0793513	6.8	20
tt0793521	9.1	79
tt0793527	6.5	38
tt0793537	4.3	17
tt0793539	4.3	60
tt0793549	4.8	24
tt0793550	5.7	23
tt0793553	8.3	67
tt0793581	6.8	49
tt0793586	5.1	18
tt0793605	8.1	132
tt0794244	6.1	31
tt0794343	8	8
tt0795444	7.3	9
tt0795452	7.8	25
tt0795910	7.4	10
tt0795946	9.2	8
tt0795992	7.5	10
tt0796231	6.9	12
tt0796311	7.9	64
tt0796333	8.4	11
tt0796344	8	7
tt0796808	4.9	33
tt0796915	3.6	8
tt0797021	8.4	6
tt0798796	8.1	1898
tt0799682	7.7	860
tt0799994	3	76
tt0800108	6.5	54
tt0800113	8	19
tt0800214	8.2	86
tt0800993	7.3	17
tt0800995	6.4	12
tt0801000	6.7	11
tt0802990	8.6	6
tt0803000	7.5	46
tt0803054	9.4	5
tt0803894	9.1	24
tt0804457	7.8	20
tt0804517	6.6	211
tt0805337	7.5	16
tt0805490	6.8	5
tt0805583	7.4	5
tt0805590	5.3	24
tt0806009	7.3	7
tt0806017	7.5	66
tt0806031	6	82
tt0806085	6.4	9
tt0806095	4.9	8
tt0807723	7.6	24
tt0807729	5.9	13
tt0807765	7.1	11
tt0807769	4.9	16
tt0807958	7.7	46
tt0808160	8.1	10
tt0808204	7.2	83
tt0808247	8.1	10
tt0808391	6.8	19
tt0808449	5.8	7
tt0808489	9.3	13
tt0808503	8.7	18
tt0809433	8.1	54
tt0809479	8.8	19
tt0809515	5.6	21
tt0809924	6.4	14
tt0810080	7.6	20
tt0810384	6.4	170
tt0810398	7.4	30
tt0810405	5	62
tt0810435	6.2	73
tt0810436	6.1	18
tt0810773	6.7	8
tt0811090	6.8	373
tt0811597	8.1	71
tt0811607	5.6	14
tt0813131	7.8	27
tt0813140	7.6	161
tt0813410	6.5	27
tt0813553	6.7	86
tt0814017	9.2	115
tt0814018	5.1	21
tt0814065	6.1	27
tt0814092	6.3	13
tt0814101	8.2	18
tt0814188	7.5	44
tt0814266	7.1	23
tt0814281	7.1	19
tt0814353	8.3	12
tt0815124	8.5	6
tt0815199	8	15
tt0815215	8.3	10
tt0815223	1	12
tt0815452	8	10
tt0815455	7.9	13
tt0815750	5.6	21
tt0816204	8.6	8
tt0816416	9.1	10
tt0816420	6	25
tt0816430	5.4	60
tt0816504	7	52
tt0816566	6.4	27
tt0816582	6.3	27
tt0816589	8.4	6
tt0816714	7	6
tt0817495	6.2	10
tt0817512	6	12
tt0817520	6.6	38
tt0817521	8.2	12
tt0817964	9.1	16
tt0818081	8	19
tt0818264	5.4	28
tt0818533	7.7	47
tt0818621	8	58
tt0818631	5	10
tt0818746	6.7	12
tt0818755	7.8	15
tt0818808	4.1	16
tt0818816	8.6	9
tt0818924	6.7	19
tt0819113	7.4	8
tt0819124	5.5	35
tt0819365	8.3	80
tt0819372	6.7	14
tt0819384	8.9	76
tt0819622	6.8	79
tt0819624	6.2	201
tt0819656	7	44
tt0819661	7.1	58
tt0819679	8.2	8
tt0819692	8	11
tt0819693	8.9	12
tt0819709	8.4	28
tt0819767	8.2	14
tt0819813	8.2	35
tt0819824	6.2	10
tt0819904	7.3	27
tt0819924	6.8	105
tt0820469	8.2	12
tt0821752	5.5	114
tt0821756	4.2	12
tt0821765	6.9	45
tt0821771	4.7	27
tt0821780	3.6	17
tt0821956	8.2	9
tt0823184	7.3	20
tt0823211	7.1	19
tt0823217	8.6	90
tt0823606	8.6	12
tt0823607	6.2	15
tt0823661	7.8	11
tt0824297	7.3	38
tt0824310	5.4	35
tt0824660	8.1	22
tt0824665	6.8	100
tt0824711	8.2	52
tt0824760	6.9	18
tt0825468	8.2	23
tt0825475	6.1	100
tt0825478	7.9	19
tt0825761	7.3	9
tt0826034	3.8	11
tt0826076	5.9	127
tt0826091	3.9	13
tt0826220	8.7	7
tt0826221	7	11
tt0826246	5.2	81
tt0826577	6.8	6
tt0826590	8.1	52
tt0826799	8.9	9
tt0827202	7.4	76
tt0827204	7.2	10
tt0827499	6.6	25
tt0827510	5.7	24
tt0827767	6.6	5
tt0827779	5.3	13
tt0827784	8.8	11
tt0829089	5.8	28
tt0829102	8.2	75
tt0829103	7.2	38
tt0829109	8.3	28
tt0829155	6.9	21
tt0829171	8.2	288
tt0829180	6	15
tt0829187	7.5	19
tt0829253	5.5	24
tt0829264	7.7	26
tt0829312	7.2	13
tt0830791	8	7
tt0830822	6.7	40
tt0830863	5.9	436
tt0830917	6.5	13
tt0831306	5.3	35
tt0831844	8.5	35
tt0831857	6.7	18
tt0831892	8.3	29
tt0831920	7.8	6
tt0832234	5.9	8
tt0832311	6.2	34
tt0832437	9	69
tt0832503	6.7	11
tt0832512	6.5	6
tt0832867	6	7
tt0833461	6.2	26
tt0833500	5.7	45
tt0833562	5.3	64
tt0833592	5.3	17
tt0833603	8.1	11
tt0833612	7.3	8
tt0833946	7.7	19
tt0833947	8.1	38
tt0833956	8.8	26
tt0833970	7.9	32
tt0833973	6.4	9
tt0834000	7.1	12
tt0834003	7.8	8
tt0834042	7.6	10
tt0834061	7.4	17
tt0834090	6.9	17
tt0834112	8	17
tt0834121	9.3	13
tt0834138	8.1	11
tt0834153	8.9	192
tt0834553	7.3	9
tt0834559	7.8	14
tt0834582	6.9	329
tt0834583	6.4	288
tt0834597	7.4	6
tt0835346	5.9	21
tt0835358	9.2	7
tt0835359	5.5	19
tt0835421	4.3	13
tt0835445	3.9	21
tt0835454	6.4	23
tt0835475	6.2	21
tt0835490	7.6	9
tt0835494	6.8	50
tt0836645	6.1	77
tt0836650	8.6	16
tt0836668	7.8	14
tt0836685	7.3	34
tt0836698	7.6	5
tt0836699	9.4	11
tt0837107	6.1	23
tt0837129	7.2	38
tt0837565	6.3	49
tt0838196	7.7	61
tt0839954	8.5	24
tt0840044	8.5	29
tt0840324	7.2	6
tt0840993	6.3	7
tt0841098	5.5	10
tt0841144	8.4	23
tt0842706	6.6	6
tt0842918	5.8	7
tt0842936	5.6	35
tt0843288	5.2	7
tt0843291	7	8
tt0843303	8.5	60
tt0843355	5.6	14
tt0843502	7.1	441
tt0843503	8.3	38
tt0843504	7.8	52
tt0843505	4.4	29
tt0843553	8.6	35
tt0843609	8	39
tt0843622	8	107
tt0843847	7.2	188
tt0843875	6.7	51
tt0844010	9.2	19
tt0844699	8.9	9
tt0844702	7.8	22
tt0844756	8.2	465
tt0845426	4	22
tt0845989	6.8	28
tt0846057	5.9	217
tt0846062	5.4	28
tt0846073	6.8	312
tt0846077	6	14
tt0846661	8	29
tt0846679	6.2	28
tt0846693	8.3	14
tt0846774	6.8	780
tt0847116	8.3	44
tt0847185	5.6	10
tt0847188	7.8	32
tt0847481	6.8	7
tt0847890	7.3	46
tt0848227	8.5	912
tt0848282	7.3	121
tt0848296	5.1	16
tt0848307	8.4	22
tt0848310	4.3	23
tt0848330	8.1	104
tt0848349	8.3	38
tt0848441	7.8	63
tt0848477	8.6	367
tt0848493	7	69
tt0849427	7.9	9
tt0849430	4	7
tt0849468	6.4	39
tt0850358	6.2	36
tt0850712	6.3	8
tt0851184	8.4	10
tt0851328	6.5	47
tt0851416	7	6
tt0852589	5.2	12
tt0852645	6.5	151
tt0852652	6.8	15
tt0852701	7.2	136
tt0852935	5.6	75
tt0852985	5.5	36
tt0852997	6	15
tt0853009	6.7	23
tt0853084	6.5	408
tt0853249	8	8
tt0854157	6.2	28
tt0854159	7.3	63
tt0856079	7.5	494
tt0856087	7.6	525
tt0856088	7.9	32
tt0856112	7.3	133
tt0856115	8.5	28
tt0856245	7.1	20
tt0856781	4.9	19
tt0856809	7.2	15
tt0856823	8	41
tt0856828	6.9	39
tt0857211	7.8	21
tt0857217	6.1	43
tt0857264	6.2	32
tt0860358	8.1	14
tt0860824	6	6
tt0860888	8.4	5
tt0860897	7.2	9
tt0860936	5.9	22
tt0861703	6	29
tt0862640	8.6	30
tt0862698	3.6	11
tt0862705	5.9	10
tt0862771	7.9	27
tt0862838	7.7	32
tt0862840	4.9	11
tt0862866	4.6	15
tt0862910	8.4	48
tt0862925	4.8	12
tt0863034	3.4	10
tt0863123	6	12
tt0864342	6.5	39
tt0864952	7	22
tt0864969	7.7	63
tt0864972	6.4	10
tt0865427	5.5	50
tt0865485	5.7	50
tt0865887	7.5	50
tt0867137	7.1	17
tt0867199	7.5	13
tt0867342	7.7	277
tt0867410	8	28
tt0867484	6.6	5
tt0870221	6.4	18
tt0871205	7.6	804
tt0871892	6.7	81
tt0872114	7.8	31
tt0872221	6.3	119
tt0872289	4.2	370
tt0874892	5.8	14
tt0875003	6.5	474
tt0875005	4.8	20
tt0875116	9.2	11
tt0875117	7.8	10
tt0875155	5.9	168
tt0876261	8	55
tt0876441	5.8	9
tt0876463	4.6	31
tt0876545	6.9	155
tt0878810	7.5	54
tt0878820	6	133
tt0878825	6.4	216
tt0879255	6.3	18
tt0879785	7.2	6
tt0880438	7.5	15
tt0880499	7.5	23
tt0880912	8.2	14
tt0880913	7.5	18
tt0880988	7.5	12
tt0881258	8	7
tt0881284	7.1	12
tt0881952	8.6	10
tt0882753	7.8	68
tt0884030	7.5	83
tt0884041	5.2	7
tt0884109	5.2	16
tt0884126	7.7	18
tt0884161	6.9	21
tt0884176	7.2	86
tt0884204	7.1	13
tt0884222	7.3	24
tt0884775	4.7	48
tt0884776	8.2	6
tt0884800	7.2	17
tt0884850	1.6	13
tt0884859	7.7	53
tt0884863	7.6	61
tt0885516	6.7	34
tt0885523	6.3	100
tt0886479	9	27
tt0886543	10	6
tt0886672	5.8	34
tt0887279	5.5	9
tt0887728	4.8	15
tt0887893	5.2	158
tt0887922	8.3	44
tt0887947	7.6	64
tt0887953	7.9	81
tt0888001	6.1	26
tt0888020	4.4	9
tt0888036	5	8
tt0888039	7.3	11
tt0888044	6.3	19
tt0888054	6.4	42
tt0889062	8	8
tt0889170	6.5	71
tt0889178	6.9	82
tt0889194	6	106
tt0889613	7.3	20
tt0889627	5.6	18
tt0889816	7	300
tt0892073	7.2	201
tt0892320	6.9	20
tt0892355	8.2	145
tt0892376	8.2	6
tt0892403	3.8	6
tt0892410	7.6	476
tt0892426	8.6	10
tt0892879	5.8	16
tt0892884	2.8	23
tt0893550	8	22
tt0893579	7.5	10
tt0893594	5.9	17
tt0895770	6.3	83
tt0896528	6.4	14
tt0896690	6	17
tt0896696	7.2	10
tt0896707	6.7	7
tt0896719	7	6
tt0896787	7	9
tt0896827	6.2	6
tt0897421	7.7	19
tt0898942	8	24
tt0899097	7.8	90
tt0899131	8	35
tt0899156	9	7
tt0899194	6	44
tt0899195	7.8	29
tt0899196	6.6	28
tt0899262	7.9	87
tt0900374	8	26
tt0900955	7.1	11
tt0902284	5.2	409
tt0902978	8.2	61
tt0903005	6.3	8
tt0903601	8.4	7
tt0903645	7.6	9
tt0903662	8.2	11
tt0903794	4.6	9
tt0903805	7.8	8
tt0905628	6.2	28
tt0905988	4.6	13
tt0906052	6.4	74
tt0906573	7.4	48
tt0906595	3	12
tt0906636	6.1	15
tt0907124	6.4	44
tt0907131	4.7	8
tt0907895	4.6	26
tt0909806	7.5	62
tt0910579	5.7	123
tt0910853	6.2	10
tt0910857	7.3	38
tt0912578	5.5	12
tt0913364	7	16
tt0913365	7.3	26
tt0913377	4.3	8
tt0913378	4.8	12
tt0913397	6.4	25
tt0914814	8.1	8
tt0918490	7	33
tt0918495	6.1	55
tt0918650	7.4	16
tt0920584	7.8	8
tt0920628	7.1	85
tt0920809	4.7	12
tt0920827	8.2	23
tt0923577	8.2	17
tt0923719	6.6	876
tt0923973	6.3	12
tt0924448	7.1	35
tt0924450	6.9	35
tt0924451	6.6	21
tt0924496	7.3	43
tt0925056	4.5	789
tt0925057	8.7	158
tt0925221	5.8	10
tt0925253	5.2	21
tt0925308	6.4	13
tt0926040	6.7	36
tt0926112	8.7	85
tt0926142	6.6	10
tt0926152	5.6	10
tt0926185	6.2	200
tt0926208	6.6	1753
tt0926221	8.3	99
tt0926273	8	112
tt0926327	7.4	27
tt0926348	7.3	8
tt0927141	7.9	19
tt0927592	8.1	25
tt0927593	7.4	17
tt0927594	7.8	9
tt0927608	8.5	50
tt0927635	6	6
tt0927643	7	8
tt0928371	5.8	32
tt0929395	8	18
tt0929755	8.9	11
tt0929778	7.6	64
tt0930888	8.8	46
tt0930902	6.6	2675
tt0932538	7.5	9
tt0933071	5.8	11
tt0933122	7.7	13
tt0933391	8.5	20
tt0933393	7.4	26
tt0934463	7.9	24
tt0934481	10	5
tt0934508	5.3	9
tt0934623	4	490
tt0934624	4.4	597
tt0934770	7.6	17
tt0934804	6.5	11
tt0934849	7.1	47
tt0934868	5.7	17
tt0934914	5.8	8
tt0936483	7.3	137
tt0937358	7.8	63
tt0937421	8.4	15
tt0938313	7.5	48
tt0938590	6.8	12
tt0938793	6.8	15
tt0939638	5.4	20
tt0939644	8.3	36
tt0939840	5.5	38
tt0939858	4.9	147
tt0939921	4.9	17
tt0940149	7.6	21
tt0940582	7.5	14
tt0940689	5	9
tt0940710	4	10
tt0940718	9	12
tt0940762	5.7	16
tt0940764	6.8	33
tt0940819	5.6	7
tt0940881	5.9	37
tt0940888	8	27
tt0940893	6.9	58
tt0940896	8.4	19
tt0943984	6.6	26
tt0944102	5.7	29
tt0944197	7.5	6
tt0944234	7.9	125
tt0945355	6.3	153
tt0945379	7.8	15
tt0945399	8	116
tt0945479	7.5	23
tt0947074	7.7	49
